Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00   20000/1600020000     main [1]
                0.20    0.00 400000000/1600020000     DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&, int) [5]
                0.20    0.00 400000000/1600020000     DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [4]
                0.40    0.00 800000000/1600020000     kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[6]     18.3    0.80    0.00 1600020000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [6]
-----------------------------------------------
                0.07    0.00   39999/119998      DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&, int) [5]
                0.07    0.00   39999/119998      DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [4]
                0.07    0.00   40000/119998      kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[7]      4.6    0.20    0.00  119998         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [7]
                0.00    0.00  119998/119999      std::vector<bool, std::allocator<bool> >::begin() [18]
                0.00    0.00  119998/119998      std::_Bit_iterator::operator[](long) const [21]
-----------------------------------------------
                0.00    0.00       4/120004      std::_Bit_iterator::_Bit_iterator() [151]
                0.00    0.00  120000/120004      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
[14]     0.0    0.00    0.00  120004         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [14]
-----------------------------------------------
                0.00    0.00       1/120000      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [234]
                0.00    0.00  119999/120000      std::vector<bool, std::allocator<bool> >::begin() [18]
[15]     0.0    0.00    0.00  120000         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
                0.00    0.00  120000/120004      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [14]
-----------------------------------------------
                0.00    0.00  119999/119999      std::operator+(std::_Bit_iterator const&, long) [19]
[16]     0.0    0.00    0.00  119999         std::_Bit_iterator::operator+=(long) [16]
                0.00    0.00  119999/119999      std::_Bit_iterator_base::_M_incr(long) [17]
-----------------------------------------------
                0.00    0.00  119999/119999      std::_Bit_iterator::operator+=(long) [16]
[17]     0.0    0.00    0.00  119999         std::_Bit_iterator_base::_M_incr(long) [17]
-----------------------------------------------
                0.00    0.00       1/119999      kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00  119998/119999      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [7]
[18]     0.0    0.00    0.00  119999         std::vector<bool, std::allocator<bool> >::begin() [18]
                0.00    0.00  119999/120000      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00       1/119999      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [234]
                0.00    0.00  119998/119999      std::_Bit_iterator::operator[](long) const [21]
[19]     0.0    0.00    0.00  119999         std::operator+(std::_Bit_iterator const&, long) [19]
                0.00    0.00  119999/119999      std::_Bit_iterator::operator+=(long) [16]
-----------------------------------------------
                0.00    0.00  119998/119998      std::_Bit_iterator::operator[](long) const [21]
[20]     0.0    0.00    0.00  119998         std::_Bit_iterator::operator*() const [20]
                0.00    0.00  119998/119998      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00  119998/119998      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [7]
[21]     0.0    0.00    0.00  119998         std::_Bit_iterator::operator[](long) const [21]
                0.00    0.00  119998/119999      std::operator+(std::_Bit_iterator const&, long) [19]
                0.00    0.00  119998/119998      std::_Bit_iterator::operator*() const [20]
-----------------------------------------------
                0.00    0.00  119998/119998      std::_Bit_iterator::operator*() const [20]
[22]     0.0    0.00    0.00  119998         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00      17/80173       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00     156/80173       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [106]
                0.00    0.00   40000/80173       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [64]
                0.00    0.00   40000/80173       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [57]
[23]     0.0    0.00    0.00   80173         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [23]
-----------------------------------------------
                0.00    0.00       2/80040       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [186]
                0.00    0.00      34/80040       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00   40000/80040       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
                0.00    0.00   40004/80040       std::vector<int, std::allocator<int> >::~vector() [51]
[24]     0.0    0.00    0.00   80040         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
-----------------------------------------------
                0.00    0.00   80009/80009       std::allocator<int>::~allocator() [26]
[25]     0.0    0.00    0.00   80009         __gnu_cxx::new_allocator<int>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00       1/80009       kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00       1/80009       main [1]
                0.00    0.00       1/80009       std::_Deque_base<int, std::allocator<int> >::_Deque_impl::~_Deque_impl() [214]
                0.00    0.00       2/80009       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [185]
                0.00    0.00   40000/80009       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
                0.00    0.00   40004/80009       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [48]
[26]     0.0    0.00    0.00   80009         std::allocator<int>::~allocator() [26]
                0.00    0.00   80009/80009       __gnu_cxx::new_allocator<int>::~new_allocator() [25]
-----------------------------------------------
                0.00    0.00   80004/80004       std::allocator<int>::allocator(std::allocator<int> const&) [28]
[27]     0.0    0.00    0.00   80004         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [27]
-----------------------------------------------
                0.00    0.00       2/80004       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [185]
                0.00    0.00   40000/80004       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [63]
                0.00    0.00   40002/80004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[28]     0.0    0.00    0.00   80004         std::allocator<int>::allocator(std::allocator<int> const&) [28]
                0.00    0.00   80004/80004       __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [27]
-----------------------------------------------
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >::begin() const [60]
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >::end() const [59]
[29]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00   80000/80000       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [33]
[30]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [30]
-----------------------------------------------
                0.00    0.00   40000/80000       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [161]
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [178]
[31]     0.0    0.00    0.00   80000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [31]
-----------------------------------------------
                0.00    0.00   80000/80000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
[32]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [32]
-----------------------------------------------
                0.00    0.00   80000/80000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [69]
[33]     0.0    0.00    0.00   80000         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [33]
                0.00    0.00   80000/80000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [30]
-----------------------------------------------
                0.00    0.00   40000/80000       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [57]
                0.00    0.00   40000/80000       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [67]
[34]     0.0    0.00    0.00   80000         operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00   19999/79998       DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&, int) [5]
                0.00    0.00   19999/79998       DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [4]
                0.00    0.00   40000/79998       kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
[35]     0.0    0.00    0.00   79998         std::_Bit_reference::operator bool() const [35]
-----------------------------------------------
                0.00    0.00     192/40368       __gnu_cxx::new_allocator<int>::max_size() const [97]
                0.00    0.00   40176/40368       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [38]
[36]     0.0    0.00    0.00   40368         __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00   40176/40176       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [39]
[37]     0.0    0.00    0.00   40176         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00   40176/40176       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
[38]     0.0    0.00    0.00   40176         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [38]
                0.00    0.00   40176/40368       __gnu_cxx::new_allocator<int>::_M_max_size() const [36]
-----------------------------------------------
                0.00    0.00     157/40176       std::_Deque_base<int, std::allocator<int> >::_M_deallocate_node(int*) [101]
                0.00    0.00   40019/40176       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [45]
[39]     0.0    0.00    0.00   40176         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [39]
                0.00    0.00   40176/40176       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [37]
-----------------------------------------------
                0.00    0.00     157/40176       std::_Deque_base<int, std::allocator<int> >::_M_allocate_node() [100]
                0.00    0.00   40019/40176       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
[40]     0.0    0.00    0.00   40176         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
                0.00    0.00   40176/40176       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [38]
-----------------------------------------------
                0.00    0.00     102/40102       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [114]
                0.00    0.00   40000/40102       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [69]
[41]     0.0    0.00    0.00   40102         int* std::__niter_base<int*>(int*) [41]
-----------------------------------------------
                0.00    0.00      34/40072       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00      34/40072       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [119]
                0.00    0.00   40004/40072       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [77]
[42]     0.0    0.00    0.00   40072         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [42]
-----------------------------------------------
                0.00    0.00      68/40068       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [120]
                0.00    0.00   40000/40068       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[43]     0.0    0.00    0.00   40068         std::vector<int, std::allocator<int> >::size() const [43]
-----------------------------------------------
                0.00    0.00      34/40034       std::vector<int, std::allocator<int> >::max_size() const [111]
                0.00    0.00   40000/40034       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[44]     0.0    0.00    0.00   40034         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
-----------------------------------------------
                0.00    0.00      17/40021       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00   40004/40021       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
[45]     0.0    0.00    0.00   40021         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [45]
                0.00    0.00   40019/40176       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [39]
-----------------------------------------------
                0.00    0.00      17/40019       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00   40002/40019       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
[46]     0.0    0.00    0.00   40019         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
                0.00    0.00   40019/40176       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [40]
-----------------------------------------------
                0.00    0.00   40004/40004       void std::_Destroy<int*>(int*, int*) [52]
[47]     0.0    0.00    0.00   40004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [47]
-----------------------------------------------
                0.00    0.00   40004/40004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
[48]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [48]
                0.00    0.00   40004/80009       std::allocator<int>::~allocator() [26]
-----------------------------------------------
                0.00    0.00       2/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [170]
                0.00    0.00   40002/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
[49]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [49]
-----------------------------------------------
                0.00    0.00   40004/40004       std::vector<int, std::allocator<int> >::~vector() [51]
[50]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
                0.00    0.00   40004/40021       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [45]
                0.00    0.00   40004/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [48]
-----------------------------------------------
                0.00    0.00       1/40004       main [1]
                0.00    0.00       3/40004       kosaraju(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [2]
                0.00    0.00   40000/40004       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [76]
[51]     0.0    0.00    0.00   40004         std::vector<int, std::allocator<int> >::~vector() [51]
                0.00    0.00   40004/80040       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00   40004/40004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [53]
                0.00    0.00   40004/40004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [50]
-----------------------------------------------
                0.00    0.00   40004/40004       void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [53]
[52]     0.0    0.00    0.00   40004         void std::_Destroy<int*>(int*, int*) [52]
                0.00    0.00   40004/40004       void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [47]
-----------------------------------------------
                0.00    0.00   40004/40004       std::vector<int, std::allocator<int> >::~vector() [51]
[53]     0.0    0.00    0.00   40004         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [53]
                0.00    0.00   40004/40004       void std::_Destroy<int*>(int*, int*) [52]
-----------------------------------------------
                0.00    0.00   40002/40002       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
[54]     0.0    0.00    0.00   40002         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00   40002/80004       std::allocator<int>::allocator(std::allocator<int> const&) [28]
                0.00    0.00   40002/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [49]
-----------------------------------------------
                0.00    0.00   40002/40002       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
[55]     0.0    0.00    0.00   40002         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
                0.00    0.00   40002/40019       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [46]
-----------------------------------------------
                0.00    0.00       2/40002       std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [187]
                0.00    0.00   40000/40002       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[56]     0.0    0.00    0.00   40002         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
                0.00    0.00   40002/40002       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [54]
                0.00    0.00   40002/40002       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [55]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [64]
[57]     0.0    0.00    0.00   40000         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [57]
                0.00    0.00   40000/80173       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [23]
                0.00    0.00   40000/80000       operator new(unsigned long, void*) [34]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[58]     0.0    0.00    0.00   40000         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [58]
                0.00    0.00   40000/40000       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [63]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[59]     0.0    0.00    0.00   40000         std::vector<int, std::allocator<int> >::end() const [59]
                0.00    0.00   40000/80000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
[60]     0.0    0.00    0.00   40000         std::vector<int, std::allocator<int> >::begin() const [60]
                0.00    0.00   40000/80000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [29]
-----------------------------------------------
                0.00    0.00   40000/40000       int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [71]
[61]     0.0    0.00    0.00   40000         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [61]
-----------------------------------------------
                0.00    0.00   20000/40000       DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::deque<int, std::allocator<int> >&, int) [5]
                0.00    0.00   20000/40000       DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [4]
[62]     0.0    0.00    0.00   40000         std::_Bit_reference::operator=(bool) [62]
-----------------------------------------------
                0.00    0.00   40000/40000       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [58]
[63]     0.0    0.00    0.00   40000         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [63]
                0.00    0.00   40000/80004       std::allocator<int>::allocator(std::allocator<int> const&) [28]
-----------------------------------------------
                0.00    0.00      17/40000       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [121]
                0.00    0.00     156/40000       void std::deque<int, std::allocator<int> >::_M_push_back_aux<int const&>(int const&) [106]
                0.00    0.00   19844/40000       std::deque<int, std::allocator<int> >::push_back(int const&) [91]
                0.00    0.00   19983/40000       std::vector<int, std::allocator<int> >::push_back(int const&) [92]
[64]     0.0    0.00    0.00   40000         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [64]
                0.00    0.00   40000/80173       int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [23]
                0.00    0.00   40000/40000       void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [57]
-----------------------------------------------
                0.00    0.00   40000/40000       int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [72]
[65]     0.0    0.00    0.00   40000         int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [65]
                0.00    0.00   40000/40000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [74]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [67]
[66]     0.0    0.00    0.00   40000         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
                0.00    0.00   40000/40034       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [44]
                0.00    0.00   40000/40000       __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [58]
                0.00    0.00   40000/40068       std::vector<int, std::allocator<int> >::size() const [43]
                0.00    0.00   40000/40002       std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [56]
                0.00    0.00   40000/80040       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [24]
                0.00    0.00   40000/80009       std::allocator<int>::~allocator() [26]
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::end() const [59]
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::begin() const [60]
                0.00    0.00   40000/40000       int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [73]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [178]
[67]     0.0    0.00    0.00   40000         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [67]
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> > const& std::forward<std::vector<int, std::allocator<int> > const&>(std::remove_reference<std::vector<int, std::allocator<int> > const&>::type&) [75]
                0.00    0.00   40000/80000       operator new(unsigned long, void*) [34]
                0.00    0.00   40000/40000       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [66]
-----------------------------------------------
                0.00    0.00   40000/40000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [69]
