Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [171]
                0.00    0.00       2/4           std::allocator<int>::allocator() [156]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&) [199]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [195]
                0.00    0.00       2/80008       std::allocator<int>::~allocator() [31]
                0.00    0.00       2/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [151]
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >::vector() [200]
                0.00    0.00       2/19          std::vector<int, std::allocator<int> >::begin() [145]
                0.00    0.00       2/19          std::vector<int, std::allocator<int> >::end() [144]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [196]
                0.00    0.00       1/20001       std::__cxx11::list<int, std::allocator<int> >::list() [113]
                0.00    0.00       1/1           std::allocator<bool>::allocator() [226]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [260]
                0.00    0.00       1/1           std::allocator<bool>::~allocator() [227]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::end() [259]
                0.00    0.00       1/119999      std::vector<bool, std::allocator<bool> >::begin() [23]
                0.00    0.00       1/1           void std::fill<std::_Bit_iterator, bool>(std::_Bit_iterator, std::_Bit_iterator, bool const&) [265]
                0.00    0.00       1/20001       std::__cxx11::list<int, std::allocator<int> >::~list() [114]
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::~vector() [261]
-----------------------------------------------
                               19998             DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.51    0.45       2/2           kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[3]     25.5    0.51    0.45       2+19998   DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.23    0.00 400000000/1600020000     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.22    0.00 400000000/1600020000     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [6]
                0.00    0.00   39999/119998      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
                0.00    0.00   20000/40000       std::_Bit_reference::operator=(bool) [76]
                0.00    0.00   20000/20000       std::vector<int, std::allocator<int> >::push_back(int const&) [125]
                0.00    0.00   19999/79998       std::_Bit_reference::operator bool() const [42]
                               19998             DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
-----------------------------------------------
                0.23    0.00 400000000/1600020000     DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.23    0.00 400000000/1600020000     DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.47    0.00 800020000/1600020000     kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[4]     24.6    0.93    0.00 1600020000         std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
-----------------------------------------------
                               19998             DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.42    0.47       2/2           kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[5]     23.6    0.42    0.47       2+19998   DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.23    0.00 400000000/1600020000     std::vector<int, std::allocator<int> >::operator[](unsigned long) [4]
                0.22    0.00 400000000/1600020000     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [6]
                0.02    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [7]
                0.00    0.00   39999/119998      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
                0.00    0.00   20000/40000       std::_Bit_reference::operator=(bool) [76]
                0.00    0.00   19999/79998       std::_Bit_reference::operator bool() const [42]
                               19998             DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
-----------------------------------------------
                0.22    0.00 400000000/1600020000     DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.22    0.00 400000000/1600020000     DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.44    0.00 800020000/1600020000     kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[6]     23.3    0.88    0.00 1600020000         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [6]
-----------------------------------------------
                0.02    0.00   20000/20000       DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
[7]      0.5    0.02    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [7]
                0.00    0.00   20000/40001       std::__cxx11::list<int, std::allocator<int> >::begin() [66]
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [128]
-----------------------------------------------
                0.00    0.00      17/120017      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00   20000/120017      void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [128]
                0.00    0.00   20000/120017      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [124]
                0.00    0.00   20000/120017      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [126]
                0.00    0.00   20000/120017      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [119]
                0.00    0.00   20000/120017      void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [122]
                0.00    0.00   20000/120017      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [117]
[14]     0.0    0.00    0.00  120017         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
-----------------------------------------------
                0.00    0.00       4/120004      std::_Bit_iterator::_Bit_iterator() [158]
                0.00    0.00  120000/120004      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [19]
[15]     0.0    0.00    0.00  120004         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00  120000/120000      std::_List_node<int>::_M_valptr() [18]
[16]     0.0    0.00    0.00  120000         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [16]
                0.00    0.00  120000/120000      __gnu_cxx::__aligned_membuf<int>::_M_addr() [17]
-----------------------------------------------
                0.00    0.00  120000/120000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [16]
[17]     0.0    0.00    0.00  120000         __gnu_cxx::__aligned_membuf<int>::_M_addr() [17]
-----------------------------------------------
                0.00    0.00   20000/120000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [126]
                0.00    0.00   20000/120000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [127]
                0.00    0.00   40000/120000      std::_List_iterator<int>::operator*() const [72]
                0.00    0.00   40000/120000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [110]
[18]     0.0    0.00    0.00  120000         std::_List_node<int>::_M_valptr() [18]
                0.00    0.00  120000/120000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [16]
-----------------------------------------------
                0.00    0.00       1/120000      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [257]
                0.00    0.00  119999/120000      std::vector<bool, std::allocator<bool> >::begin() [23]
[19]     0.0    0.00    0.00  120000         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [19]
                0.00    0.00  120000/120004      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00   20000/120000      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [119]
                0.00    0.00   20000/120000      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [117]
                0.00    0.00   20000/120000      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [118]
                0.00    0.00   20000/120000      void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [131]
                0.00    0.00   40000/120000      void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [91]
[20]     0.0    0.00    0.00  120000         operator new(unsigned long, void*) [20]
-----------------------------------------------
                0.00    0.00  119999/119999      std::operator+(std::_Bit_iterator const&, long) [24]
[21]     0.0    0.00    0.00  119999         std::_Bit_iterator::operator+=(long) [21]
                0.00    0.00  119999/119999      std::_Bit_iterator_base::_M_incr(long) [22]
-----------------------------------------------
                0.00    0.00  119999/119999      std::_Bit_iterator::operator+=(long) [21]
[22]     0.0    0.00    0.00  119999         std::_Bit_iterator_base::_M_incr(long) [22]
-----------------------------------------------
                0.00    0.00       1/119999      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00  119998/119999      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
[23]     0.0    0.00    0.00  119999         std::vector<bool, std::allocator<bool> >::begin() [23]
                0.00    0.00  119999/120000      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [19]
-----------------------------------------------
                0.00    0.00       1/119999      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [257]
                0.00    0.00  119998/119999      std::_Bit_iterator::operator[](long) const [26]
[24]     0.0    0.00    0.00  119999         std::operator+(std::_Bit_iterator const&, long) [24]
                0.00    0.00  119999/119999      std::_Bit_iterator::operator+=(long) [21]
-----------------------------------------------
                0.00    0.00  119998/119998      std::_Bit_iterator::operator[](long) const [26]
[25]     0.0    0.00    0.00  119998         std::_Bit_iterator::operator*() const [25]
                0.00    0.00  119998/119998      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [27]
-----------------------------------------------
                0.00    0.00  119998/119998      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
[26]     0.0    0.00    0.00  119998         std::_Bit_iterator::operator[](long) const [26]
                0.00    0.00  119998/119999      std::operator+(std::_Bit_iterator const&, long) [24]
                0.00    0.00  119998/119998      std::_Bit_iterator::operator*() const [25]
-----------------------------------------------
                0.00    0.00  119998/119998      std::_Bit_iterator::operator*() const [25]
[27]     0.0    0.00    0.00  119998         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [27]
-----------------------------------------------
                0.00    0.00   39999/119998      DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.00    0.00   39999/119998      DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.00    0.00   40000/119998      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[28]     0.0    0.00    0.00  119998         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [28]
                0.00    0.00  119998/119999      std::vector<bool, std::allocator<bool> >::begin() [23]
                0.00    0.00  119998/119998      std::_Bit_iterator::operator[](long) const [26]
-----------------------------------------------
                0.00    0.00       2/80040       std::vector<int, std::allocator<int> >::_M_fill_initialize(unsigned long, int const&) [198]
                0.00    0.00      34/80040       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00   40000/80040       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00   40004/80040       std::vector<int, std::allocator<int> >::~vector() [59]
[29]     0.0    0.00    0.00   80040         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [29]
-----------------------------------------------
                0.00    0.00   80008/80008       std::allocator<int>::~allocator() [31]
[30]     0.0    0.00    0.00   80008         __gnu_cxx::new_allocator<int>::~new_allocator() [30]
-----------------------------------------------
                0.00    0.00       2/80008       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       2/80008       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [197]
                0.00    0.00   40000/80008       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
                0.00    0.00   40004/80008       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
[31]     0.0    0.00    0.00   80008         std::allocator<int>::~allocator() [31]
                0.00    0.00   80008/80008       __gnu_cxx::new_allocator<int>::~new_allocator() [30]
-----------------------------------------------
                0.00    0.00   80004/80004       std::allocator<int>::allocator(std::allocator<int> const&) [33]
[32]     0.0    0.00    0.00   80004         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [32]
-----------------------------------------------
                0.00    0.00       2/80004       std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [197]
                0.00    0.00   40000/80004       std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [84]
                0.00    0.00   40002/80004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [62]
[33]     0.0    0.00    0.00   80004         std::allocator<int>::allocator(std::allocator<int> const&) [33]
                0.00    0.00   80004/80004       __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [32]
-----------------------------------------------
                0.00    0.00   40001/80002       std::__cxx11::list<int, std::allocator<int> >::begin() [66]
                0.00    0.00   40001/80002       std::__cxx11::list<int, std::allocator<int> >::end() [65]
[34]     0.0    0.00    0.00   80002         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [34]
-----------------------------------------------
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >::begin() const [74]
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >::end() const [73]
[35]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [35]
-----------------------------------------------
                0.00    0.00   80000/80000       int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [40]
[36]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00   20000/80000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [126]
                0.00    0.00   20000/80000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [127]
                0.00    0.00   40000/80000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [110]
[37]     0.0    0.00    0.00   80000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [37]
-----------------------------------------------
                0.00    0.00   40000/80000       void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [173]
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [190]
[38]     0.0    0.00    0.00   80000         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [38]
-----------------------------------------------
                0.00    0.00   80000/80000       int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [100]
[39]     0.0    0.00    0.00   80000         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [39]
-----------------------------------------------
                0.00    0.00   80000/80000       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [95]
[40]     0.0    0.00    0.00   80000         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [40]
                0.00    0.00   80000/80000       __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [36]
-----------------------------------------------
                0.00    0.00   20000/80000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [129]
                0.00    0.00   20000/80000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [127]
                0.00    0.00   20000/80000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [123]
                0.00    0.00   20000/80000       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [118]
[41]     0.0    0.00    0.00   80000         int&& std::forward<int>(std::remove_reference<int>::type&) [41]
-----------------------------------------------
                0.00    0.00   19999/79998       DFS1(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&, int) [5]
                0.00    0.00   19999/79998       DFS2(int, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&, int) [3]
                0.00    0.00   40000/79998       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[42]     0.0    0.00    0.00   79998         std::_Bit_reference::operator bool() const [42]
-----------------------------------------------
                0.00    0.00   60001/60001       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[43]     0.0    0.00    0.00   60001         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [43]
-----------------------------------------------
                0.00    0.00     102/40102       int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [142]
                0.00    0.00   40000/40102       int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [95]
[44]     0.0    0.00    0.00   40102         int* std::__niter_base<int*>(int*) [44]
-----------------------------------------------
                0.00    0.00      34/40072       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00      34/40072       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [146]
                0.00    0.00   40004/40072       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [103]
[45]     0.0    0.00    0.00   40072         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [45]
-----------------------------------------------
                0.00    0.00      68/40068       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [147]
                0.00    0.00   40000/40068       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
[46]     0.0    0.00    0.00   40068         std::vector<int, std::allocator<int> >::size() const [46]
-----------------------------------------------
                0.00    0.00      36/40055       __gnu_cxx::new_allocator<int>::max_size() const [136]
                0.00    0.00   40019/40055       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [51]
[47]     0.0    0.00    0.00   40055         __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00      34/40034       std::vector<int, std::allocator<int> >::max_size() const [139]
                0.00    0.00   40000/40034       std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [87]
[48]     0.0    0.00    0.00   40034         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [48]
-----------------------------------------------
                0.00    0.00      17/40021       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00   40004/40021       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
[49]     0.0    0.00    0.00   40021         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
                0.00    0.00   40019/40019       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00   40019/40019       std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
[50]     0.0    0.00    0.00   40019         __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00   40019/40019       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
[51]     0.0    0.00    0.00   40019         __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [51]
                0.00    0.00   40019/40055       __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00      17/40019       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00   40002/40019       std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [63]
[52]     0.0    0.00    0.00   40019         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
                0.00    0.00   40019/40019       std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
-----------------------------------------------
                0.00    0.00   40019/40019       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
[53]     0.0    0.00    0.00   40019         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [53]
                0.00    0.00   40019/40019       __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned long) [50]
-----------------------------------------------
                0.00    0.00   40019/40019       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
[54]     0.0    0.00    0.00   40019         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [54]
                0.00    0.00   40019/40019       __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [51]
-----------------------------------------------
                0.00    0.00   40004/40004       void std::_Destroy<int*>(int*, int*) [60]
[55]     0.0    0.00    0.00   40004         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [55]
-----------------------------------------------
                0.00    0.00   40004/40004       std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
[56]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
                0.00    0.00   40004/80008       std::allocator<int>::~allocator() [31]
-----------------------------------------------
                0.00    0.00       2/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [183]
                0.00    0.00   40002/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [62]
[57]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [57]
-----------------------------------------------
                0.00    0.00   40004/40004       std::vector<int, std::allocator<int> >::~vector() [59]
[58]     0.0    0.00    0.00   40004         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [58]
                0.00    0.00   40004/40021       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
                0.00    0.00   40004/40004       std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [56]
-----------------------------------------------
                0.00    0.00       4/40004       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00   40000/40004       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [102]
[59]     0.0    0.00    0.00   40004         std::vector<int, std::allocator<int> >::~vector() [59]
                0.00    0.00   40004/80040       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [29]
