Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   20000/40000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [79]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [129]
[127]    0.0    0.00    0.00   20000         std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [127]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [88]
                0.00    0.00   20000/80000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [37]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [41]
                0.00    0.00   20000/40000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [78]
                0.00    0.00   20000/120000      std::_List_node<int>::_M_valptr() [18]
                0.00    0.00   20000/20000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [123]
                0.00    0.00   20000/40000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [80]
                0.00    0.00   20000/40000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [79]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [7]
[128]    0.0    0.00    0.00   20000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [128]
                0.00    0.00   20000/120017      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [126]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [89]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [130]
[129]    0.0    0.00    0.00   20000         void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [129]
                0.00    0.00   20000/80000       int&& std::forward<int>(std::remove_reference<int>::type&) [41]
                0.00    0.00   20000/20000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [127]
                0.00    0.00   20000/40000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [89]
-----------------------------------------------
                0.00    0.00   20000/20000       main [1]
[130]    0.0    0.00    0.00   20000         std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [130]
                0.00    0.00   20000/20000       std::remove_reference<int&>::type&& std::move<int&>(int&) [132]
                0.00    0.00   20000/40001       std::__cxx11::list<int, std::allocator<int> >::end() [65]
                0.00    0.00   20000/20000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [129]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [251]
[131]    0.0    0.00    0.00   20000         void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [131]
                0.00    0.00   20000/120000      operator new(unsigned long, void*) [20]
                0.00    0.00   20000/20001       std::__cxx11::list<int, std::allocator<int> >::list() [113]
-----------------------------------------------
                0.00    0.00   20000/20000       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [130]
[132]    0.0    0.00    0.00   20000         std::remove_reference<int&>::type&& std::move<int&>(int&) [132]
-----------------------------------------------
                0.00    0.00   20000/20000       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [230]
[133]    0.0    0.00    0.00   20000         void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [133]
                0.00    0.00   20000/20001       std::__cxx11::list<int, std::allocator<int> >::~list() [114]
-----------------------------------------------
                0.00    0.00       1/39          std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [252]
                0.00    0.00       2/39          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [192]
                0.00    0.00      36/39          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [138]
[134]    0.0    0.00    0.00      39         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [134]
-----------------------------------------------
                0.00    0.00      19/38          std::vector<int, std::allocator<int> >::begin() [145]
                0.00    0.00      19/38          std::vector<int, std::allocator<int> >::end() [144]
[135]    0.0    0.00    0.00      38         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [135]
-----------------------------------------------
                0.00    0.00      36/36          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [137]
[136]    0.0    0.00    0.00      36         __gnu_cxx::new_allocator<int>::max_size() const [136]
                0.00    0.00      36/40055       __gnu_cxx::new_allocator<int>::_M_max_size() const [47]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [138]
[137]    0.0    0.00    0.00      36         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [137]
                0.00    0.00      36/36          __gnu_cxx::new_allocator<int>::max_size() const [136]
-----------------------------------------------
                0.00    0.00       2/36          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [197]
                0.00    0.00      34/36          std::vector<int, std::allocator<int> >::max_size() const [139]
[138]    0.0    0.00    0.00      36         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [138]
                0.00    0.00      36/36          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [137]
                0.00    0.00      36/39          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [134]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [147]
[139]    0.0    0.00    0.00      34         std::vector<int, std::allocator<int> >::max_size() const [139]
                0.00    0.00      34/36          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [138]
                0.00    0.00      34/40034       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [48]
-----------------------------------------------
                0.00    0.00      34/34          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
[140]    0.0    0.00    0.00      34         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [140]
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [141]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [140]
[141]    0.0    0.00    0.00      34         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [141]
                0.00    0.00      34/34          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [142]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [141]
[142]    0.0    0.00    0.00      34         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [142]
                0.00    0.00     102/40102       int* std::__niter_base<int*>(int*) [44]
                0.00    0.00      34/34          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [143]
-----------------------------------------------
                0.00    0.00      34/34          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [142]
[143]    0.0    0.00    0.00      34         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [143]
-----------------------------------------------
                0.00    0.00       2/19          kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00      17/19          std::vector<int, std::allocator<int> >::push_back(int const&) [125]
[144]    0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::end() [144]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [135]
-----------------------------------------------
                0.00    0.00       2/19          kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00      17/19          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
[145]    0.0    0.00    0.00      19         std::vector<int, std::allocator<int> >::begin() [145]
                0.00    0.00      19/38          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [135]
-----------------------------------------------
                0.00    0.00      17/17          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
[146]    0.0    0.00    0.00      17         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [146]
                0.00    0.00      34/40072       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [45]
-----------------------------------------------
                0.00    0.00      17/17          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
[147]    0.0    0.00    0.00      17         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [147]
                0.00    0.00      68/40068       std::vector<int, std::allocator<int> >::size() const [46]
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::max_size() const [139]
                0.00    0.00      17/17          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [149]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >::push_back(int const&) [125]
[148]    0.0    0.00    0.00      17         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [148]
                0.00    0.00      34/80040       std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [29]
                0.00    0.00      34/40072       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [45]
                0.00    0.00      34/34          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [140]
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [147]
                0.00    0.00      17/19          std::vector<int, std::allocator<int> >::begin() [145]
                0.00    0.00      17/17          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [146]
                0.00    0.00      17/40019       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [52]
                0.00    0.00      17/120017      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [14]
                0.00    0.00      17/20000       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [124]
                0.00    0.00      17/40021       std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [49]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [147]
[149]    0.0    0.00    0.00      17         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [149]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [151]
[150]    0.0    0.00    0.00       6         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [150]
-----------------------------------------------
                0.00    0.00       2/6           kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       2/6           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [193]
                0.00    0.00       2/6           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [177]
[151]    0.0    0.00    0.00       6         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [151]
                0.00    0.00       6/6           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [150]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [155]
[152]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [152]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<int>::allocator() [156]
[153]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<int>::new_allocator() [153]
-----------------------------------------------
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [168]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [164]
[154]    0.0    0.00    0.00       4         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [154]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [193]
                0.00    0.00       2/4           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [176]
[155]    0.0    0.00    0.00       4         std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [155]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > > const&) [152]
-----------------------------------------------
                0.00    0.00       2/4           kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
                0.00    0.00       2/4           std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() [183]
[156]    0.0    0.00    0.00       4         std::allocator<int>::allocator() [156]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<int>::new_allocator() [153]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [196]
                0.00    0.00       2/4           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_fill_initialize(unsigned long, std::vector<int, std::allocator<int> > const&) [194]
[157]    0.0    0.00    0.00       4         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_get_Tp_allocator() [157]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [185]
[158]    0.0    0.00    0.00       4         std::_Bit_iterator::_Bit_iterator() [158]
                0.00    0.00       4/120004      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator() [160]
[159]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator() [159]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       1/3           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [253]
                0.00    0.00       1/3           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [233]
[160]    0.0    0.00    0.00       3         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::~allocator() [160]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::~new_allocator() [159]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [257]
                0.00    0.00       2/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [169]
[161]    0.0    0.00    0.00       3         unsigned long* std::__addressof<unsigned long>(unsigned long&) [161]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [170]
[162]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [162]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [187]
[163]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [163]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [188]
[164]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [164]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [154]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [171]
[165]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [165]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<unsigned long>::~allocator() [172]
[166]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [166]
-----------------------------------------------
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::max_size() const [223]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::allocate(unsigned long, void const*) [215]
[167]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::_M_max_size() const [167]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [189]
[168]    0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [168]
                0.00    0.00       2/4           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::_M_max_size() const [154]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize_value(bool) [258]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [242]
[169]    0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [169]
                0.00    0.00       2/3           unsigned long* std::__addressof<unsigned long>(unsigned long&) [161]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_S_check_init_len(unsigned long, std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [253]
                0.00    0.00       1/2           std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [232]
[170]    0.0    0.00    0.00       2         std::allocator<std::__cxx11::list<int, std::allocator<int> > >::allocator(std::allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [170]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > >::new_allocator(__gnu_cxx::new_allocator<std::__cxx11::list<int, std::allocator<int> > > const&) [162]
-----------------------------------------------
                0.00    0.00       2/2           kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [2]
[171]    0.0    0.00    0.00       2         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [171]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [165]
-----------------------------------------------
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [241]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [244]
[172]    0.0    0.00    0.00       2         std::allocator<unsigned long>::~allocator() [172]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [166]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [209]
[173]    0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [173]
                0.00    0.00   40000/80000       std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [38]
                0.00    0.00   40000/40000       void std::_Destroy<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*) [102]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::~vector() [256]
                0.00    0.00       1/2           std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_default_initialize(unsigned long) [254]
[174]    0.0    0.00    0.00       2         std::_Vector_base<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() [174]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [179]
[175]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [175]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [188]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [181]
[176]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [176]
                0.00    0.00       2/4           std::allocator<std::vector<int, std::allocator<int> > >::allocator(std::allocator<std::vector<int, std::allocator<int> > > const&) [155]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [180]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [182]
[177]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [177]
                0.00    0.00       2/6           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [151]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [182]
[178]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [178]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [187]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [181]
[179]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_create_storage(unsigned long) [179]
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [175]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl(std::allocator<std::vector<int, std::allocator<int> > > const&) [176]
[180]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [180]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector(unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > > const&) [195]
[181]    0.0    0.00    0.00       2         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base(unsigned long, std::allocator<std::vector<int, std::allocator<int> > > const&) [181]
